name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
Joint Stock Company Tula Cartridge Works,,Joint Stock Company Tula Cartridge Works,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Тульский Патронный Завод» (АО «ТПЗ»)；A.k.a: Tula Cartridge Plant JSC; TulAmmo; JSC ""Tula Ammunition Plant""; AO TPZ ｜ Address(es): 300004, Tula Oblast, Tula, Marata Str., 47B, Russian Federation Telephone: + 7 4872 46 90 43 Website: https://tulammo.ru/ Email: tpz@tul",Акционерное Общество «Тульский Патронный Завод» (АО «ТПЗ»),"Tula Cartridge Plant JSC; TulAmmo; JSC ""Tula Ammunition Plant""; AO TPZ","300004, Tula Oblast, Tula, Marata Str., 47B, Russian Federation",,https://tulammo.ru/
Joint Stock Company Tula Machine-Building Plant,,Joint Stock Company Tula Machine-Building Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Акционерная Компания «Туламашзавод» (АО «АК «Туламашзавод»)；A.k.a: AO AK Tulamashzavod ｜ Address(es): 300002, Tula Oblast, Tula, Mosina Str., 2, Russian Federation Telephone: + 7 (4872) 32-10-09; + 7 (4872) 55-87-13 Website: http://www.tulamash.ru/ Email: sekretar@t",Акционерное Общество «Акционерная Компания «Туламашзавод» (АО «АК «Туламашзавод»),AO AK Tulamashzavod,"300002, Tula Oblast, Tula, Mosina Str., 2, Russian Federation",,http://www.tulamash.ru/
Joint Stock Company Ulan-Ude Aviation Plant,,Joint Stock Company Ulan-Ude Aviation Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Улан-Удэнский Авиационный Завод» (АО «У-УАЗ»)；A.k.a: JSC UUAP; U-UAP JSC; AO U-UAZ; Ulan-Ude Aircraft Aviation Plant; Ulan-Ude Aviation Factory ｜ Address(es): 670009, Republic of Buryatia, Ulan-Ude, Khorinskaya Str., 1, Russian Federation; 670009, Republic of Buryat",Акционерное Общество «Улан-Удэнский Авиационный Завод» (АО «У-УАЗ»),JSC UUAP; U-UAP JSC; AO U-UAZ; Ulan-Ude Aircraft Aviation Plant; Ulan-Ude Aviation Factory,"670009, Republic of Buryatia, Ulan-Ude, Khorinskaya Str., 1, Russian Federation; 670009, Republic of Buryat",,
Joint Stock Company Ulyanovsk Cartridge Works,,Joint Stock Company Ulyanovsk Cartridge Works,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Ульяновский Патронный Завод» (АО «УПЗ»)；A.k.a: AO UPZ; JSC ""Ulyanovsk Ammunition Plant"" ｜ Address(es): 432007, Ulyanovsk Oblast, Ulyanovsk, Shoferov Str., 1, Russian Federation Telephone: + 8 (8422) 26-95-55 Website: https://ulnammo.ru/ Email: info@ulnammo.ru Regist",Акционерное Общество «Ульяновский Патронный Завод» (АО «УПЗ»),"AO UPZ; JSC ""Ulyanovsk Ammunition Plant""","432007, Ulyanovsk Oblast, Ulyanovsk, Shoferov Str., 1, Russian Federation",,https://ulnammo.ru/
Joint Stock Company Ural Automotive Plant,,Joint Stock Company Ural Automotive Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Автомобильный Завод «Урал» (АО «АЗ «УРАЛ», АО «Автомобильный Завод «Урал»)；A.k.a: Ural AZ; JSC Automobile Plant URAL; AO AZ Ural ｜ Address(es): 456304, Chelyabinsk Oblast, Miass, Avtozavodtsev Prospekt, 1, Russian Federation Telephone: 8-800-100-11-74; + 7 (3513) 55","Акционерное Общество «Автомобильный Завод «Урал» (АО «АЗ «УРАЛ», АО «Автомобильный Завод «Урал»)",Ural AZ; JSC Automobile Plant URAL; AO AZ Ural,"456304, Chelyabinsk Oblast, Miass, Avtozavodtsev Prospekt, 1, Russian Federation",,
Joint Stock Company Vodtranspribor,,Joint Stock Company Vodtranspribor,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Водтрансприбор» (АО «Водтрансприбор») ｜ Address(es): 197342, St. Petersburg, Serdobolskaya Str., 64, Russian Federation Telephone: + 7 (812) 416-55-39 Website: https://vodtranspribor.ru/ Email: vtp@vtp.ru Registration nu",Акционерное Общество «Водтрансприбор» (АО «Водтрансприбор»),,"197342, St. Petersburg, Serdobolskaya Str., 64, Russian Federation",,https://vodtranspribor.ru/
Joint Stock Company Zavolzhskiy Plant of Caterpillar Tractors,,Joint Stock Company Zavolzhskiy Plant of Caterpillar Tractors,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Заволжский Завод Гусеничных Тягачей» (АО «ЗЗГТ»)；A.k.a: AO ZZGT; AO Zavolzhskiy Zavod Gusenichnikh Tyagachey; JSC ZCVP; Joint Stock Company ""Zavolzhsky Crawler Vehicle Plant"" ｜ Address(es): 606522, Nizhny Novgorod Oblast, Gorodetsky District, Zavolzhye, Zheleznodoro",Акционерное Общество «Заволжский Завод Гусеничных Тягачей» (АО «ЗЗГТ»),"AO ZZGT; AO Zavolzhskiy Zavod Gusenichnikh Tyagachey; JSC ZCVP; Joint Stock Company ""Zavolzhsky Crawler Vehicle Plant""","606522, Nizhny Novgorod Oblast, Gorodetsky District, Zavolzhye, Zheleznodoro",,
Joint Stock Company Zelenodolsk Plant Named After A.M. Gorky,,Joint Stock Company Zelenodolsk Plant Named After A.M. Gorky,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Зеленодольский Завод имени А.М. Горького» (АО «Зеленодольский Завод имени А.М. Горького»)；A.k.a: JSC Zelenodolsk Shipyard; AO Zelenodolsky Zavod imeni A.M. Gorkogo ｜ Address(es): 422546, Republic of Tatarstan, Zelenodolsk District, Zelenodolsk, Zavodskaya Str., 5, R",Акционерное Общество «Зеленодольский Завод имени А.М. Горького» (АО «Зеленодольский Завод имени А.М. Горького»),JSC Zelenodolsk Shipyard; AO Zelenodolsky Zavod imeni A.M. Gorkogo,"422546, Republic of Tatarstan, Zelenodolsk District, Zelenodolsk, Zavodskaya Str., 5, R",,
Machine Building Group Limited Liability Company,,Machine Building Group Limited Liability Company,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Общество с Ограниченной Ответственностью «Машиностроительная Группа» (ООО «МГ»)；A.k.a: Machine Building Group; OOO Mashinostroitelnaya Gruppa; OOO MG; MG LLC ｜ Address(es): 123376, Moscow, Rochdelskaya Str., 15, Building 1, Russian Federation; 123022, Moscow, Rochdelskaya Str., 15, Build",Общество с Ограниченной Ответственностью «Машиностроительная Группа» (ООО «МГ»),Machine Building Group; OOO Mashinostroitelnaya Gruppa; OOO MG; MG LLC,"123376, Moscow, Rochdelskaya Str., 15, Building 1, Russian Federation; 123022, Moscow, Rochdelskaya Str., 15, Build",,
Military Industrial Company Limited Liability Company,,Military Industrial Company Limited Liability Company,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Общество С Ограниченной Ответственностью «Военно-Промышленная Компания» (ООО «ВПК»)；A.k.a: LLC Voenno-Promyshlennaya Kompaniya; OOO VPK; VPK Military Industrial Company ｜ Address(es): 123376, Rochdelskaya Str., 15, Building 8, Russian Federation Telephone: + 7 (495) 662-10-57 Website: ht",Общество С Ограниченной Ответственностью «Военно-Промышленная Компания» (ООО «ВПК»),LLC Voenno-Promyshlennaya Kompaniya; OOO VPK; VPK Military Industrial Company,"123376, Rochdelskaya Str., 15, Building 8, Russian Federation",,
Open Joint Stock Company Degtyaryov Plant,,Open Joint Stock Company Degtyaryov Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Открытое Акционерное Общество «Завод им. В.А. Дегтярева» (ОАО «ЗИД»)；A.k.a: OJSC Plant im. V.A. Degtyareva; Degtyaryov Factory; OAO ZiD; Open Joint Stock Company ""Plant named after. V.A. Degtyarev""; Open Joint Stock Company ""V.A. Degtyarev Plant"" ｜ Address(es): 601900, Vladimir Oblast, K",Открытое Акционерное Общество «Завод им. В.А. Дегтярева» (ОАО «ЗИД»),"OJSC Plant im. V.A. Degtyareva; Degtyaryov Factory; OAO ZiD; Open Joint Stock Company ""Plant named after. V.A. Degtyarev""; Open Joint Stock Company ""V.A. Degtyarev Plant""","601900, Vladimir Oblast, K",,
Promtekhnologiya Limited Liability Company,,Promtekhnologiya Limited Liability Company,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Общество с Ограниченной Ответственностью «Промтехнология» (ООО «Промтехнология»)；A.k.a: LLC ""Promtechnology""; Limited Liability Company Promtechnologia; OOO Promtekhnologiya; ORSIS ｜ Address(es): 109052, Moscow, 14 Podyomnaya Str.,14, Building 8; Russian Federation; 117218, Moscow, Krzhi",Общество с Ограниченной Ответственностью «Промтехнология» (ООО «Промтехнология»),"LLC ""Promtechnology""; Limited Liability Company Promtechnologia; OOO Promtekhnologiya; ORSIS","109052, Moscow, 14 Podyomnaya Str.,14, Building 8; Russian Federation; 117218, Moscow, Krzhi",,
Public Joint Stock Company Kurganmashzavod,,Public Joint Stock Company Kurganmashzavod,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Акционерное Общество «Курганский Машиностроительный Завод» (АО «Курганмашзавод»)；A.k.a: AO Kurganmashzavod; Joint Stock Company ""Kurgan Machine-Building Plant"" ｜ Address(es): 640021, Kurgan Oblast, Kurgan, Mashinostroiteley Prospekt, 17, Office Letter 1Zh, Russian Federation Telephone: +",Акционерное Общество «Курганский Машиностроительный Завод» (АО «Курганмашзавод»),"AO Kurganmashzavod; Joint Stock Company ""Kurgan Machine-Building Plant""","640021, Kurgan Oblast, Kurgan, Mashinostroiteley Prospekt, 17, Office Letter 1Zh, Russian Federation",,
Public Joint Stock Company Motovilikha Plants,,Public Joint Stock Company Motovilikha Plants,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,Local name: Публичное Акционерное Общество Специального Машиностроения и Металлургии «Мотовилихинские Заводы» (ПАО «Мотовилихинские Заводы»)；A.k.a: PJSC Motovilikha Plants; Public Joint Stock Company of Special Machine Building and Metallurgy Motovilikhinskie Zavody; PJSC Motovilikhinskie Zavody ｜ A,Публичное Акционерное Общество Специального Машиностроения и Металлургии «Мотовилихинские Заводы» (ПАО «Мотовилихинские Заводы»),PJSC Motovilikha Plants; Public Joint Stock Company of Special Machine Building and Metallurgy Motovilikhinskie Zavody; PJSC Motovilikhinskie Zavody,,,
Public Joint Stock Company Proletarsky Plant,,Public Joint Stock Company Proletarsky Plant,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2023-06-23,"Local name: Публичное Акционерное Общество «Пролетарский Завод» (ПАО «Пролетарский Завод»)；A.k.a: PJSC Proletarsky Factory; PAO Proletarsky Zavod ｜ Address(es): 192029, St. Petersburg, Dudko Str., 3, Russian Federation Telephone: + 7 (812) 640-11-69 Website: https://proletarsky.ru/ Email: info@prole",Публичное Акционерное Общество «Пролетарский Завод» (ПАО «Пролетарский Завод»),PJSC Proletarsky Factory; PAO Proletarsky Zavod,"192029, St. Petersburg, Dudko Str., 3, Russian Federation",,https://proletarsky.ru/
